image_path,labels
garbage_classification\white-glass\white-glass455.jpg,white-glass
garbage_classification\clothes\clothes2551.jpg,clothes
garbage_classification\clothes\clothes1312.jpg,clothes
garbage_classification\shoes\shoes313.jpg,shoes
garbage_classification\clothes\clothes3003.jpg,clothes
garbage_classification\shoes\shoes1259.jpg,shoes
garbage_classification\plastic\plastic749.jpg,plastic
garbage_classification\clothes\clothes4634.jpg,clothes
garbage_classification\brown-glass\brown-glass149.jpg,brown-glass
garbage_classification\plastic\plastic96.jpg,plastic
garbage_classification\clothes\clothes3849.jpg,clothes
garbage_classification\clothes\clothes526.jpg,clothes
garbage_classification\battery\battery219.jpg,battery
garbage_classification\metal\metal764.jpg,metal
garbage_classification\cardboard\cardboard837.jpg,cardboard
garbage_classification\shoes\shoes1397.jpg,shoes
garbage_classification\biological\biological778.jpg,biological
garbage_classification\clothes\clothes2000.jpg,clothes
garbage_classification\biological\biological83.jpg,biological
garbage_classification\white-glass\white-glass668.jpg,white-glass
garbage_classification\clothes\clothes2644.jpg,clothes
garbage_classification\white-glass\white-glass412.jpg,white-glass
garbage_classification\plastic\plastic679.jpg,plastic
garbage_classification\green-glass\green-glass273.jpg,green-glass
garbage_classification\battery\battery524.jpg,battery
garbage_classification\brown-glass\brown-glass465.jpg,brown-glass
garbage_classification\biological\biological115.jpg,biological
garbage_classification\clothes\clothes1901.jpg,clothes
garbage_classification\brown-glass\brown-glass202.jpg,brown-glass
garbage_classification\biological\biological815.jpg,biological
garbage_classification\clothes\clothes4119.jpg,clothes
garbage_classification\biological\biological821.jpg,biological
garbage_classification\shoes\shoes1412.jpg,shoes
garbage_classification\cardboard\cardboard423.jpg,cardboard
garbage_classification\metal\metal283.jpg,metal
garbage_classification\brown-glass\brown-glass435.jpg,brown-glass
garbage_classification\clothes\clothes1704.jpg,clothes
garbage_classification\clothes\clothes3346.jpg,clothes
garbage_classification\paper\paper8.jpg,paper
garbage_classification\metal\metal332.jpg,metal
garbage_classification\paper\paper528.jpg,paper
garbage_classification\white-glass\white-glass737.jpg,white-glass
garbage_classification\shoes\shoes816.jpg,shoes
garbage_classification\brown-glass\brown-glass327.jpg,brown-glass
garbage_classification\plastic\plastic746.jpg,plastic
garbage_classification\battery\battery733.jpg,battery
garbage_classification\white-glass\white-glass378.jpg,white-glass
garbage_classification\battery\battery343.jpg,battery
garbage_classification\cardboard\cardboard274.jpg,cardboard
garbage_classification\paper\paper913.jpg,paper
garbage_classification\battery\battery405.jpg,battery
garbage_classification\plastic\plastic684.jpg,plastic
garbage_classification\trash\trash110.jpg,trash
garbage_classification\shoes\shoes186.jpg,shoes
garbage_classification\clothes\clothes1345.jpg,clothes
garbage_classification\metal\metal130.jpg,metal
garbage_classification\biological\biological40.jpg,biological
garbage_classification\clothes\clothes4504.jpg,clothes
garbage_classification\biological\biological352.jpg,biological
garbage_classification\brown-glass\brown-glass244.jpg,brown-glass
garbage_classification\paper\paper781.jpg,paper
garbage_classification\metal\metal94.jpg,metal
garbage_classification\clothes\clothes4827.jpg,clothes
garbage_classification\paper\paper421.jpg,paper
garbage_classification\clothes\clothes3738.jpg,clothes
garbage_classification\battery\battery651.jpg,battery
garbage_classification\clothes\clothes3729.jpg,clothes
garbage_classification\brown-glass\brown-glass434.jpg,brown-glass
garbage_classification\clothes\clothes711.jpg,clothes
garbage_classification\shoes\shoes1194.jpg,shoes
garbage_classification\clothes\clothes1533.jpg,clothes
garbage_classification\clothes\clothes4067.jpg,clothes
garbage_classification\clothes\clothes3696.jpg,clothes
garbage_classification\shoes\shoes1461.jpg,shoes
garbage_classification\clothes\clothes1663.jpg,clothes
garbage_classification\white-glass\white-glass317.jpg,white-glass
garbage_classification\clothes\clothes690.jpg,clothes
garbage_classification\paper\paper518.jpg,paper
garbage_classification\metal\metal460.jpg,metal
garbage_classification\plastic\plastic305.jpg,plastic
garbage_classification\biological\biological207.jpg,biological
garbage_classification\paper\paper879.jpg,paper
garbage_classification\white-glass\white-glass685.jpg,white-glass
garbage_classification\metal\metal331.jpg,metal
garbage_classification\paper\paper719.jpg,paper
garbage_classification\clothes\clothes188.jpg,clothes
garbage_classification\shoes\shoes1316.jpg,shoes
garbage_classification\biological\biological154.jpg,biological
garbage_classification\biological\biological712.jpg,biological
garbage_classification\green-glass\green-glass137.jpg,green-glass
garbage_classification\clothes\clothes4912.jpg,clothes
garbage_classification\cardboard\cardboard459.jpg,cardboard
garbage_classification\trash\trash308.jpg,trash
garbage_classification\metal\metal93.jpg,metal
garbage_classification\green-glass\green-glass372.jpg,green-glass
garbage_classification\biological\biological719.jpg,biological
garbage_classification\clothes\clothes2330.jpg,clothes
garbage_classification\brown-glass\brown-glass442.jpg,brown-glass
garbage_classification\paper\paper678.jpg,paper
garbage_classification\shoes\shoes522.jpg,shoes
garbage_classification\clothes\clothes4681.jpg,clothes
garbage_classification\biological\biological268.jpg,biological
garbage_classification\clothes\clothes2356.jpg,clothes
garbage_classification\paper\paper132.jpg,paper
garbage_classification\clothes\clothes654.jpg,clothes
garbage_classification\clothes\clothes4518.jpg,clothes
garbage_classification\brown-glass\brown-glass17.jpg,brown-glass
garbage_classification\biological\biological433.jpg,biological
garbage_classification\clothes\clothes3997.jpg,clothes
garbage_classification\battery\battery257.jpg,battery
garbage_classification\green-glass\green-glass147.jpg,green-glass
garbage_classification\white-glass\white-glass100.jpg,white-glass
garbage_classification\clothes\clothes350.jpg,clothes
garbage_classification\brown-glass\brown-glass232.jpg,brown-glass
garbage_classification\brown-glass\brown-glass603.jpg,brown-glass
garbage_classification\clothes\clothes1749.jpg,clothes
garbage_classification\metal\metal619.jpg,metal
garbage_classification\green-glass\green-glass452.jpg,green-glass
garbage_classification\clothes\clothes3799.jpg,clothes
garbage_classification\green-glass\green-glass387.jpg,green-glass
garbage_classification\cardboard\cardboard825.jpg,cardboard
garbage_classification\biological\biological480.jpg,biological
garbage_classification\clothes\clothes3102.jpg,clothes
garbage_classification\clothes\clothes4622.jpg,clothes
garbage_classification\clothes\clothes2495.jpg,clothes
garbage_classification\clothes\clothes3434.jpg,clothes
garbage_classification\battery\battery783.jpg,battery
garbage_classification\clothes\clothes442.jpg,clothes
garbage_classification\paper\paper63.jpg,paper
garbage_classification\paper\paper343.jpg,paper
garbage_classification\brown-glass\brown-glass419.jpg,brown-glass
garbage_classification\cardboard\cardboard558.jpg,cardboard
garbage_classification\clothes\clothes4689.jpg,clothes
garbage_classification\shoes\shoes1845.jpg,shoes
garbage_classification\clothes\clothes1153.jpg,clothes
garbage_classification\battery\battery417.jpg,battery
garbage_classification\shoes\shoes258.jpg,shoes
garbage_classification\metal\metal89.jpg,metal
garbage_classification\clothes\clothes1863.jpg,clothes
garbage_classification\battery\battery7.jpg,battery
garbage_classification\green-glass\green-glass595.jpg,green-glass
garbage_classification\biological\biological325.jpg,biological
garbage_classification\shoes\shoes1909.jpg,shoes
garbage_classification\trash\trash601.jpg,trash
garbage_classification\green-glass\green-glass43.jpg,green-glass
garbage_classification\metal\metal277.jpg,metal
garbage_classification\clothes\clothes1885.jpg,clothes
garbage_classification\clothes\clothes1225.jpg,clothes
garbage_classification\trash\trash156.jpg,trash
garbage_classification\plastic\plastic99.jpg,plastic
garbage_classification\clothes\clothes2856.jpg,clothes
garbage_classification\clothes\clothes1507.jpg,clothes
garbage_classification\clothes\clothes180.jpg,clothes
garbage_classification\clothes\clothes2923.jpg,clothes
garbage_classification\cardboard\cardboard276.jpg,cardboard
garbage_classification\trash\trash160.jpg,trash
garbage_classification\biological\biological630.jpg,biological
garbage_classification\clothes\clothes4640.jpg,clothes
garbage_classification\brown-glass\brown-glass490.jpg,brown-glass
garbage_classification\shoes\shoes545.jpg,shoes
garbage_classification\shoes\shoes603.jpg,shoes
garbage_classification\biological\biological537.jpg,biological
garbage_classification\battery\battery515.jpg,battery
garbage_classification\plastic\plastic399.jpg,plastic
garbage_classification\clothes\clothes4653.jpg,clothes
garbage_classification\biological\biological710.jpg,biological
garbage_classification\clothes\clothes2264.jpg,clothes
garbage_classification\biological\biological889.jpg,biological
garbage_classification\clothes\clothes2775.jpg,clothes
garbage_classification\shoes\shoes928.jpg,shoes
garbage_classification\shoes\shoes1545.jpg,shoes
garbage_classification\biological\biological622.jpg,biological
garbage_classification\clothes\clothes4239.jpg,clothes
garbage_classification\clothes\clothes1648.jpg,clothes
garbage_classification\clothes\clothes4257.jpg,clothes
garbage_classification\battery\battery585.jpg,battery
garbage_classification\plastic\plastic629.jpg,plastic
garbage_classification\clothes\clothes208.jpg,clothes
garbage_classification\cardboard\cardboard241.jpg,cardboard
garbage_classification\white-glass\white-glass509.jpg,white-glass
garbage_classification\cardboard\cardboard714.jpg,cardboard
garbage_classification\clothes\clothes2095.jpg,clothes
garbage_classification\shoes\shoes393.jpg,shoes
garbage_classification\metal\metal275.jpg,metal
garbage_classification\battery\battery65.jpg,battery
garbage_classification\paper\paper461.jpg,paper
garbage_classification\brown-glass\brown-glass491.jpg,brown-glass
garbage_classification\clothes\clothes2105.jpg,clothes
garbage_classification\shoes\shoes800.jpg,shoes
garbage_classification\clothes\clothes3460.jpg,clothes
garbage_classification\brown-glass\brown-glass317.jpg,brown-glass
garbage_classification\plastic\plastic635.jpg,plastic
garbage_classification\plastic\plastic237.jpg,plastic
garbage_classification\clothes\clothes3652.jpg,clothes
garbage_classification\plastic\plastic690.jpg,plastic
garbage_classification\shoes\shoes1553.jpg,shoes
garbage_classification\cardboard\cardboard283.jpg,cardboard
garbage_classification\clothes\clothes2621.jpg,clothes
garbage_classification\paper\paper2.jpg,paper
garbage_classification\trash\trash242.jpg,trash
garbage_classification\trash\trash311.jpg,trash
garbage_classification\clothes\clothes5204.jpg,clothes
garbage_classification\clothes\clothes4283.jpg,clothes
garbage_classification\clothes\clothes1375.jpg,clothes
garbage_classification\shoes\shoes317.jpg,shoes
garbage_classification\biological\biological190.jpg,biological
garbage_classification\biological\biological145.jpg,biological
garbage_classification\plastic\plastic845.jpg,plastic
garbage_classification\cardboard\cardboard472.jpg,cardboard
garbage_classification\shoes\shoes765.jpg,shoes
garbage_classification\white-glass\white-glass746.jpg,white-glass
garbage_classification\clothes\clothes2185.jpg,clothes
garbage_classification\plastic\plastic103.jpg,plastic
garbage_classification\cardboard\cardboard802.jpg,cardboard
garbage_classification\trash\trash532.jpg,trash
garbage_classification\clothes\clothes310.jpg,clothes
garbage_classification\cardboard\cardboard479.jpg,cardboard
garbage_classification\clothes\clothes4120.jpg,clothes
garbage_classification\brown-glass\brown-glass489.jpg,brown-glass
garbage_classification\cardboard\cardboard227.jpg,cardboard
garbage_classification\metal\metal227.jpg,metal
garbage_classification\metal\metal603.jpg,metal
garbage_classification\clothes\clothes1816.jpg,clothes
garbage_classification\clothes\clothes963.jpg,clothes
garbage_classification\trash\trash341.jpg,trash
garbage_classification\battery\battery601.jpg,battery
garbage_classification\white-glass\white-glass124.jpg,white-glass
garbage_classification\metal\metal537.jpg,metal
garbage_classification\plastic\plastic68.jpg,plastic
garbage_classification\clothes\clothes5092.jpg,clothes
garbage_classification\battery\battery887.jpg,battery
garbage_classification\cardboard\cardboard749.jpg,cardboard
garbage_classification\shoes\shoes74.jpg,shoes
garbage_classification\biological\biological536.jpg,biological
garbage_classification\clothes\clothes3314.jpg,clothes
garbage_classification\paper\paper382.jpg,paper
garbage_classification\clothes\clothes4823.jpg,clothes
garbage_classification\shoes\shoes1899.jpg,shoes
garbage_classification\clothes\clothes3175.jpg,clothes
garbage_classification\trash\trash59.jpg,trash
garbage_classification\trash\trash196.jpg,trash
garbage_classification\clothes\clothes1987.jpg,clothes
garbage_classification\white-glass\white-glass755.jpg,white-glass
garbage_classification\battery\battery544.jpg,battery
garbage_classification\clothes\clothes4904.jpg,clothes
garbage_classification\clothes\clothes2416.jpg,clothes
garbage_classification\trash\trash370.jpg,trash
garbage_classification\green-glass\green-glass131.jpg,green-glass
garbage_classification\cardboard\cardboard26.jpg,cardboard
garbage_classification\clothes\clothes3082.jpg,clothes
garbage_classification\plastic\plastic686.jpg,plastic
garbage_classification\clothes\clothes2394.jpg,clothes
garbage_classification\paper\paper823.jpg,paper
garbage_classification\cardboard\cardboard849.jpg,cardboard
garbage_classification\clothes\clothes1413.jpg,clothes
garbage_classification\clothes\clothes3875.jpg,clothes
garbage_classification\clothes\clothes3013.jpg,clothes
garbage_classification\biological\biological171.jpg,biological
garbage_classification\clothes\clothes4052.jpg,clothes
garbage_classification\clothes\clothes5315.jpg,clothes
garbage_classification\paper\paper926.jpg,paper
garbage_classification\plastic\plastic293.jpg,plastic
garbage_classification\clothes\clothes501.jpg,clothes
garbage_classification\trash\trash288.jpg,trash
garbage_classification\cardboard\cardboard318.jpg,cardboard
garbage_classification\cardboard\cardboard350.jpg,cardboard
garbage_classification\green-glass\green-glass61.jpg,green-glass
garbage_classification\paper\paper876.jpg,paper
garbage_classification\clothes\clothes3319.jpg,clothes
garbage_classification\clothes\clothes5116.jpg,clothes
garbage_classification\green-glass\green-glass345.jpg,green-glass
garbage_classification\clothes\clothes930.jpg,clothes
garbage_classification\shoes\shoes1665.jpg,shoes
garbage_classification\plastic\plastic688.jpg,plastic
garbage_classification\metal\metal386.jpg,metal
garbage_classification\metal\metal657.jpg,metal
garbage_classification\clothes\clothes1755.jpg,clothes
garbage_classification\clothes\clothes306.jpg,clothes
garbage_classification\shoes\shoes832.jpg,shoes
garbage_classification\metal\metal335.jpg,metal
garbage_classification\plastic\plastic481.jpg,plastic
garbage_classification\trash\trash56.jpg,trash
garbage_classification\cardboard\cardboard149.jpg,cardboard
garbage_classification\clothes\clothes4362.jpg,clothes
garbage_classification\clothes\clothes4404.jpg,clothes
garbage_classification\biological\biological43.jpg,biological
garbage_classification\shoes\shoes265.jpg,shoes
garbage_classification\biological\biological249.jpg,biological
garbage_classification\cardboard\cardboard703.jpg,cardboard
garbage_classification\clothes\clothes3310.jpg,clothes
garbage_classification\clothes\clothes4933.jpg,clothes
garbage_classification\shoes\shoes1922.jpg,shoes
garbage_classification\clothes\clothes769.jpg,clothes
garbage_classification\clothes\clothes3669.jpg,clothes
garbage_classification\white-glass\white-glass419.jpg,white-glass
garbage_classification\clothes\clothes5073.jpg,clothes
garbage_classification\clothes\clothes1446.jpg,clothes
garbage_classification\metal\metal102.jpg,metal
garbage_classification\clothes\clothes1845.jpg,clothes
garbage_classification\clothes\clothes2304.jpg,clothes
garbage_classification\cardboard\cardboard891.jpg,cardboard
garbage_classification\metal\metal498.jpg,metal
garbage_classification\clothes\clothes155.jpg,clothes
garbage_classification\shoes\shoes1490.jpg,shoes
garbage_classification\clothes\clothes4246.jpg,clothes
garbage_classification\shoes\shoes1700.jpg,shoes
garbage_classification\white-glass\white-glass188.jpg,white-glass
garbage_classification\clothes\clothes354.jpg,clothes
garbage_classification\clothes\clothes4994.jpg,clothes
garbage_classification\clothes\clothes2216.jpg,clothes
garbage_classification\plastic\plastic61.jpg,plastic
garbage_classification\shoes\shoes777.jpg,shoes
garbage_classification\paper\paper813.jpg,paper
garbage_classification\metal\metal219.jpg,metal
garbage_classification\shoes\shoes1384.jpg,shoes
garbage_classification\clothes\clothes1341.jpg,clothes
garbage_classification\trash\trash24.jpg,trash
garbage_classification\green-glass\green-glass33.jpg,green-glass
garbage_classification\cardboard\cardboard86.jpg,cardboard
garbage_classification\clothes\clothes2077.jpg,clothes
garbage_classification\clothes\clothes1489.jpg,clothes
garbage_classification\trash\trash61.jpg,trash
garbage_classification\shoes\shoes1457.jpg,shoes
garbage_classification\white-glass\white-glass51.jpg,white-glass
garbage_classification\clothes\clothes4716.jpg,clothes
garbage_classification\shoes\shoes1818.jpg,shoes
garbage_classification\clothes\clothes4898.jpg,clothes
garbage_classification\brown-glass\brown-glass156.jpg,brown-glass
garbage_classification\green-glass\green-glass45.jpg,green-glass
garbage_classification\clothes\clothes3261.jpg,clothes
garbage_classification\clothes\clothes5186.jpg,clothes
garbage_classification\shoes\shoes1030.jpg,shoes
garbage_classification\paper\paper909.jpg,paper
garbage_classification\biological\biological234.jpg,biological
garbage_classification\biological\biological633.jpg,biological
garbage_classification\clothes\clothes3773.jpg,clothes
garbage_classification\white-glass\white-glass478.jpg,white-glass
garbage_classification\green-glass\green-glass169.jpg,green-glass
garbage_classification\clothes\clothes4069.jpg,clothes
garbage_classification\shoes\shoes236.jpg,shoes
garbage_classification\plastic\plastic671.jpg,plastic
garbage_classification\brown-glass\brown-glass355.jpg,brown-glass
garbage_classification\clothes\clothes1262.jpg,clothes
garbage_classification\clothes\clothes3784.jpg,clothes
garbage_classification\white-glass\white-glass218.jpg,white-glass
garbage_classification\battery\battery649.jpg,battery
garbage_classification\paper\paper568.jpg,paper
garbage_classification\green-glass\green-glass70.jpg,green-glass
garbage_classification\clothes\clothes3959.jpg,clothes
garbage_classification\clothes\clothes2605.jpg,clothes
garbage_classification\clothes\clothes1677.jpg,clothes
garbage_classification\plastic\plastic504.jpg,plastic
garbage_classification\clothes\clothes1348.jpg,clothes
garbage_classification\biological\biological235.jpg,biological
garbage_classification\trash\trash531.jpg,trash
garbage_classification\battery\battery388.jpg,battery
garbage_classification\cardboard\cardboard712.jpg,cardboard
garbage_classification\clothes\clothes2274.jpg,clothes
garbage_classification\green-glass\green-glass337.jpg,green-glass
garbage_classification\clothes\clothes3463.jpg,clothes
garbage_classification\green-glass\green-glass416.jpg,green-glass
garbage_classification\clothes\clothes3523.jpg,clothes
garbage_classification\metal\metal530.jpg,metal
garbage_classification\metal\metal445.jpg,metal
garbage_classification\clothes\clothes2524.jpg,clothes
garbage_classification\plastic\plastic477.jpg,plastic
garbage_classification\clothes\clothes1890.jpg,clothes
garbage_classification\white-glass\white-glass289.jpg,white-glass
garbage_classification\paper\paper130.jpg,paper
garbage_classification\clothes\clothes4385.jpg,clothes
garbage_classification\paper\paper236.jpg,paper
garbage_classification\shoes\shoes1363.jpg,shoes
garbage_classification\trash\trash287.jpg,trash
garbage_classification\shoes\shoes98.jpg,shoes
garbage_classification\clothes\clothes5250.jpg,clothes
garbage_classification\clothes\clothes3668.jpg,clothes
garbage_classification\metal\metal225.jpg,metal
garbage_classification\cardboard\cardboard404.jpg,cardboard
garbage_classification\clothes\clothes1563.jpg,clothes
garbage_classification\clothes\clothes420.jpg,clothes
garbage_classification\clothes\clothes1184.jpg,clothes
garbage_classification\brown-glass\brown-glass94.jpg,brown-glass
garbage_classification\biological\biological874.jpg,biological
garbage_classification\battery\battery841.jpg,battery
garbage_classification\shoes\shoes1819.jpg,shoes
garbage_classification\clothes\clothes3329.jpg,clothes
garbage_classification\cardboard\cardboard6.jpg,cardboard
garbage_classification\shoes\shoes1158.jpg,shoes
garbage_classification\white-glass\white-glass750.jpg,white-glass
garbage_classification\cardboard\cardboard166.jpg,cardboard
garbage_classification\paper\paper60.jpg,paper
garbage_classification\paper\paper415.jpg,paper
garbage_classification\clothes\clothes1977.jpg,clothes
garbage_classification\clothes\clothes2520.jpg,clothes
garbage_classification\clothes\clothes3227.jpg,clothes
garbage_classification\clothes\clothes4055.jpg,clothes
garbage_classification\shoes\shoes443.jpg,shoes
garbage_classification\battery\battery909.jpg,battery
garbage_classification\clothes\clothes1649.jpg,clothes
garbage_classification\green-glass\green-glass420.jpg,green-glass
garbage_classification\shoes\shoes952.jpg,shoes
garbage_classification\clothes\clothes5237.jpg,clothes
garbage_classification\shoes\shoes1486.jpg,shoes
garbage_classification\clothes\clothes2971.jpg,clothes
garbage_classification\clothes\clothes2881.jpg,clothes
garbage_classification\paper\paper146.jpg,paper
garbage_classification\shoes\shoes1791.jpg,shoes
garbage_classification\cardboard\cardboard626.jpg,cardboard
garbage_classification\clothes\clothes2741.jpg,clothes
garbage_classification\clothes\clothes2533.jpg,clothes
garbage_classification\battery\battery237.jpg,battery
garbage_classification\clothes\clothes856.jpg,clothes
garbage_classification\clothes\clothes2426.jpg,clothes
garbage_classification\clothes\clothes1510.jpg,clothes
garbage_classification\clothes\clothes3234.jpg,clothes
garbage_classification\white-glass\white-glass581.jpg,white-glass
garbage_classification\clothes\clothes773.jpg,clothes
garbage_classification\clothes\clothes1236.jpg,clothes
garbage_classification\biological\biological402.jpg,biological
garbage_classification\white-glass\white-glass422.jpg,white-glass
garbage_classification\cardboard\cardboard382.jpg,cardboard
garbage_classification\shoes\shoes503.jpg,shoes
garbage_classification\paper\paper727.jpg,paper
garbage_classification\cardboard\cardboard60.jpg,cardboard
garbage_classification\cardboard\cardboard89.jpg,cardboard
garbage_classification\cardboard\cardboard399.jpg,cardboard
garbage_classification\cardboard\cardboard335.jpg,cardboard
garbage_classification\shoes\shoes663.jpg,shoes
garbage_classification\green-glass\green-glass138.jpg,green-glass
garbage_classification\shoes\shoes1718.jpg,shoes
garbage_classification\clothes\clothes2233.jpg,clothes
garbage_classification\metal\metal457.jpg,metal
garbage_classification\clothes\clothes61.jpg,clothes
garbage_classification\clothes\clothes3862.jpg,clothes
garbage_classification\plastic\plastic360.jpg,plastic
garbage_classification\biological\biological81.jpg,biological
garbage_classification\biological\biological770.jpg,biological
garbage_classification\clothes\clothes3056.jpg,clothes
garbage_classification\biological\biological632.jpg,biological
garbage_classification\trash\trash372.jpg,trash
garbage_classification\cardboard\cardboard599.jpg,cardboard
garbage_classification\green-glass\green-glass434.jpg,green-glass
garbage_classification\biological\biological713.jpg,biological
garbage_classification\cardboard\cardboard24.jpg,cardboard
garbage_classification\shoes\shoes177.jpg,shoes
garbage_classification\brown-glass\brown-glass292.jpg,brown-glass
garbage_classification\plastic\plastic758.jpg,plastic
garbage_classification\paper\paper906.jpg,paper
garbage_classification\plastic\plastic71.jpg,plastic
garbage_classification\paper\paper954.jpg,paper
garbage_classification\battery\battery705.jpg,battery
garbage_classification\clothes\clothes1559.jpg,clothes
garbage_classification\battery\battery374.jpg,battery
garbage_classification\clothes\clothes5160.jpg,clothes
garbage_classification\paper\paper1035.jpg,paper
garbage_classification\clothes\clothes3879.jpg,clothes
garbage_classification\shoes\shoes652.jpg,shoes
garbage_classification\clothes\clothes3721.jpg,clothes
garbage_classification\clothes\clothes3613.jpg,clothes
garbage_classification\shoes\shoes1695.jpg,shoes
garbage_classification\shoes\shoes1940.jpg,shoes
garbage_classification\shoes\shoes215.jpg,shoes
garbage_classification\battery\battery357.jpg,battery
garbage_classification\plastic\plastic794.jpg,plastic
garbage_classification\paper\paper134.jpg,paper
garbage_classification\cardboard\cardboard216.jpg,cardboard
garbage_classification\shoes\shoes1088.jpg,shoes
garbage_classification\brown-glass\brown-glass443.jpg,brown-glass
garbage_classification\white-glass\white-glass95.jpg,white-glass
garbage_classification\clothes\clothes286.jpg,clothes
garbage_classification\metal\metal641.jpg,metal
garbage_classification\clothes\clothes590.jpg,clothes
garbage_classification\shoes\shoes1049.jpg,shoes
garbage_classification\biological\biological47.jpg,biological
garbage_classification\clothes\clothes2018.jpg,clothes
garbage_classification\white-glass\white-glass482.jpg,white-glass
garbage_classification\biological\biological761.jpg,biological
garbage_classification\clothes\clothes3588.jpg,clothes
garbage_classification\trash\trash470.jpg,trash
garbage_classification\cardboard\cardboard444.jpg,cardboard
garbage_classification\clothes\clothes1395.jpg,clothes
garbage_classification\clothes\clothes1531.jpg,clothes
garbage_classification\battery\battery688.jpg,battery
garbage_classification\clothes\clothes624.jpg,clothes
garbage_classification\biological\biological927.jpg,biological
garbage_classification\plastic\plastic648.jpg,plastic
garbage_classification\shoes\shoes306.jpg,shoes
garbage_classification\clothes\clothes3759.jpg,clothes
garbage_classification\clothes\clothes2026.jpg,clothes
garbage_classification\battery\battery356.jpg,battery
garbage_classification\white-glass\white-glass110.jpg,white-glass
garbage_classification\green-glass\green-glass458.jpg,green-glass
garbage_classification\metal\metal705.jpg,metal
garbage_classification\cardboard\cardboard672.jpg,cardboard
garbage_classification\plastic\plastic87.jpg,plastic
garbage_classification\plastic\plastic357.jpg,plastic
garbage_classification\brown-glass\brown-glass153.jpg,brown-glass
garbage_classification\battery\battery274.jpg,battery
garbage_classification\plastic\plastic554.jpg,plastic
garbage_classification\shoes\shoes159.jpg,shoes
garbage_classification\plastic\plastic730.jpg,plastic
garbage_classification\clothes\clothes2293.jpg,clothes
garbage_classification\trash\trash257.jpg,trash
garbage_classification\metal\metal548.jpg,metal
garbage_classification\cardboard\cardboard96.jpg,cardboard
garbage_classification\clothes\clothes1713.jpg,clothes
garbage_classification\clothes\clothes4383.jpg,clothes
garbage_classification\paper\paper652.jpg,paper
garbage_classification\metal\metal4.jpg,metal
garbage_classification\plastic\plastic500.jpg,plastic
garbage_classification\shoes\shoes1410.jpg,shoes
garbage_classification\shoes\shoes1247.jpg,shoes
garbage_classification\clothes\clothes17.jpg,clothes
garbage_classification\clothes\clothes4464.jpg,clothes
garbage_classification\metal\metal82.jpg,metal
garbage_classification\clothes\clothes2098.jpg,clothes
garbage_classification\biological\biological231.jpg,biological
garbage_classification\clothes\clothes3420.jpg,clothes
garbage_classification\clothes\clothes224.jpg,clothes
garbage_classification\plastic\plastic661.jpg,plastic
garbage_classification\clothes\clothes2970.jpg,clothes
garbage_classification\clothes\clothes620.jpg,clothes
garbage_classification\white-glass\white-glass31.jpg,white-glass
garbage_classification\green-glass\green-glass588.jpg,green-glass
garbage_classification\shoes\shoes461.jpg,shoes
garbage_classification\battery\battery287.jpg,battery
garbage_classification\shoes\shoes442.jpg,shoes
garbage_classification\trash\trash354.jpg,trash
garbage_classification\clothes\clothes1920.jpg,clothes
garbage_classification\brown-glass\brown-glass238.jpg,brown-glass
garbage_classification\clothes\clothes1071.jpg,clothes
garbage_classification\clothes\clothes4859.jpg,clothes
garbage_classification\green-glass\green-glass629.jpg,green-glass
garbage_classification\white-glass\white-glass70.jpg,white-glass
garbage_classification\paper\paper92.jpg,paper
garbage_classification\paper\paper243.jpg,paper
garbage_classification\shoes\shoes614.jpg,shoes
garbage_classification\shoes\shoes1729.jpg,shoes
garbage_classification\paper\paper707.jpg,paper
garbage_classification\clothes\clothes2606.jpg,clothes
garbage_classification\clothes\clothes1567.jpg,clothes
garbage_classification\clothes\clothes3154.jpg,clothes
garbage_classification\plastic\plastic709.jpg,plastic
garbage_classification\trash\trash645.jpg,trash
garbage_classification\shoes\shoes1893.jpg,shoes
garbage_classification\clothes\clothes3162.jpg,clothes
garbage_classification\clothes\clothes3153.jpg,clothes
garbage_classification\clothes\clothes5097.jpg,clothes
garbage_classification\white-glass\white-glass450.jpg,white-glass
garbage_classification\paper\paper165.jpg,paper
garbage_classification\brown-glass\brown-glass472.jpg,brown-glass
garbage_classification\paper\paper123.jpg,paper
garbage_classification\plastic\plastic718.jpg,plastic
garbage_classification\plastic\plastic503.jpg,plastic
garbage_classification\paper\paper435.jpg,paper
garbage_classification\clothes\clothes4418.jpg,clothes
garbage_classification\clothes\clothes827.jpg,clothes
garbage_classification\clothes\clothes4149.jpg,clothes
garbage_classification\clothes\clothes5137.jpg,clothes
garbage_classification\cardboard\cardboard270.jpg,cardboard
garbage_classification\clothes\clothes2410.jpg,clothes
garbage_classification\paper\paper320.jpg,paper
garbage_classification\white-glass\white-glass197.jpg,white-glass
garbage_classification\trash\trash676.jpg,trash
garbage_classification\clothes\clothes197.jpg,clothes
garbage_classification\shoes\shoes890.jpg,shoes
garbage_classification\clothes\clothes3137.jpg,clothes
garbage_classification\clothes\clothes3388.jpg,clothes
garbage_classification\shoes\shoes1478.jpg,shoes
garbage_classification\paper\paper340.jpg,paper
garbage_classification\clothes\clothes618.jpg,clothes
garbage_classification\plastic\plastic277.jpg,plastic
garbage_classification\green-glass\green-glass167.jpg,green-glass
garbage_classification\shoes\shoes1013.jpg,shoes
garbage_classification\biological\biological456.jpg,biological
garbage_classification\clothes\clothes4620.jpg,clothes
garbage_classification\clothes\clothes1433.jpg,clothes
